kodis-id,buyer or seller,concatenated utterances
2574,buyer," Good Afternoon, I received my item and unfortunately  It came damaged.  &nbsp;  I appreciate your response and I would like to be fully refund.  "
2574,buyer, It came damaged.  &nbsp;  I appreciate your response and I would like to be fully refund.    I think that sounds great and I truly appreciate your help.  Thank you.
2574,buyer," I appreciate your response and I would like to be fully refund.    I think that sounds great and I truly appreciate your help.  Thank you.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
2574,seller, What is wrong with the item?  Okay. I am sorry to hear that. How would you like the situation to be remedied?  I can offer you a full refund and remove your review so long as you retract your bad review. In that case we can call it even and hopefully you can shop at my store again in the future.
2574,seller, Okay. I am sorry to hear that. How would you like the situation to be remedied?  I can offer you a full refund and remove your review so long as you retract your bad review. In that case we can call it even and hopefully you can shop at my store again in the future.  Your welcome.
2574,seller, I can offer you a full refund and remove your review so long as you retract your bad review. In that case we can call it even and hopefully you can shop at my store again in the future.  Your welcome.  Accept Deal
2575,buyer," Hello! I received the wrong item. Can I have a refund, please?  Ok, have a great day.  please send me 3 more messages"
2575,buyer," Ok, have a great day.  please send me 3 more messages  message 1"
2575,buyer, please send me 3 more messages  message 1  message 3
2575,seller," Hello! It's unfortunately our store policy that all sales are final. If you look at the selling page, you'll see that the jersey clearly states that the jersey is a general, lakers jersey, not specific to any one player.   Have a good day  Will do."
2575,seller, Have a good day  Will do.  message 2
2575,seller, Will do.  message 2  I Walk Away.
2576,buyer," I would like to receive a refund for this purchase. The jersey was not what I ordered.  It was changed afterwards. When I made the purchase, it clearly said that it would be a Kobe Bryant jersey, and that was not what I received. If I can receive a refund, I will take down my negative review of you.  Yes, if I could get a credit for the full price, that would be great."
2576,buyer," It was changed afterwards. When I made the purchase, it clearly said that it would be a Kobe Bryant jersey, and that was not what I received. If I can receive a refund, I will take down my negative review of you.  Yes, if I could get a credit for the full price, that would be great.  Yes I can take down the review. Can you also take down your negative review of me?"
2576,buyer," Yes, if I could get a credit for the full price, that would be great.  Yes I can take down the review. Can you also take down your negative review of me?  I understand that. I just feel that I haven't had any issues with sellers before and want to maintain my reputation so that I don't run into potential situations where sellers don't want to sell to me."
2576,buyer," Yes I can take down the review. Can you also take down your negative review of me?  I understand that. I just feel that I haven't had any issues with sellers before and want to maintain my reputation so that I don't run into potential situations where sellers don't want to sell to me.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
2576,buyer," I understand that. I just feel that I haven't had any issues with sellers before and want to maintain my reputation so that I don't run into potential situations where sellers don't want to sell to me.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.  Accept Deal"
2576,seller," I think it was clear per the website that the jersey was how it was listed on the page  Would in-store credit suffice?  I think that's something we can agree upon, so if in-store credit is given, would you take down the review?"
2576,seller," Would in-store credit suffice?  I think that's something we can agree upon, so if in-store credit is given, would you take down the review?  Potentially, I think it's important you understand our perspective as a store and that we cannot always bend the rules to do these things for customers"
2576,seller," I think that's something we can agree upon, so if in-store credit is given, would you take down the review?  Potentially, I think it's important you understand our perspective as a store and that we cannot always bend the rules to do these things for customers  Yes I understand, we apologize for the inconvenience that occurred but you must understand our position as well"
2576,seller," Potentially, I think it's important you understand our perspective as a store and that we cannot always bend the rules to do these things for customers  Yes I understand, we apologize for the inconvenience that occurred but you must understand our position as well  Reject Deal"
2576,seller," Yes I understand, we apologize for the inconvenience that occurred but you must understand our position as well  Reject Deal  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2577,buyer, Hey. So I was wondering if I could get a refund for the jersey I purchased?  I had ordered a Kobe Bryant jersey and the one that arrived was for another player.  I remember that the site specifically said Kobe Bryant
2577,buyer, I had ordered a Kobe Bryant jersey and the one that arrived was for another player.  I remember that the site specifically said Kobe Bryant  It was there when I made the purchase. It seems like it was changed after I complained.
2577,buyer, I remember that the site specifically said Kobe Bryant  It was there when I made the purchase. It seems like it was changed after I complained.  If I receive a refund I will be happy to retract the bad review.
2577,buyer," It was there when I made the purchase. It seems like it was changed after I complained.  If I receive a refund I will be happy to retract the bad review.  That's fair, if a full refund is issued."
2577,buyer," If I receive a refund I will be happy to retract the bad review.  That's fair, if a full refund is issued.  Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller didn't apologize, and buyer did apologize."
2577,seller," What is the reason?  On the website it clearly states that it will be a generic jersey, not a jersey for a specific player  Well, the page is still there. You can still go there and see that nowhere does it say it is a Kobe Bryant jersey"
2577,seller," On the website it clearly states that it will be a generic jersey, not a jersey for a specific player  Well, the page is still there. You can still go there and see that nowhere does it say it is a Kobe Bryant jersey  It was not changed. In general I usually do not mind issuing refunds for any reason. But you left a rude review of my store calling me a crook for no reason, which will hurt my business "
2577,seller," Well, the page is still there. You can still go there and see that nowhere does it say it is a Kobe Bryant jersey  It was not changed. In general I usually do not mind issuing refunds for any reason. But you left a rude review of my store calling me a crook for no reason, which will hurt my business   I would like for you to replace the review with an apology because it was very rude "
2577,seller," It was not changed. In general I usually do not mind issuing refunds for any reason. But you left a rude review of my store calling me a crook for no reason, which will hurt my business   I would like for you to replace the review with an apology because it was very rude   Agreed"
2577,seller, I would like for you to replace the review with an apology because it was very rude   Agreed  Accept Deal
2578,buyer, i need a refund because what I oreder is not what I got from your shop through online   Thank you for your understanding. When am I going to get my refund and retracts the bad review about me too  you wont be happy because you acre about your reputation and I am not taking mu down because of future mistake that can be made by your store 
2578,buyer, Thank you for your understanding. When am I going to get my refund and retracts the bad review about me too  you wont be happy because you acre about your reputation and I am not taking mu down because of future mistake that can be made by your store   No you have to apologize to me under my review
2578,buyer, you wont be happy because you acre about your reputation and I am not taking mu down because of future mistake that can be made by your store   No you have to apologize to me under my review  i wont take my down for the safty of other customers who goes through this similar problem with your store 
2578,buyer, No you have to apologize to me under my review  i wont take my down for the safty of other customers who goes through this similar problem with your store   a refund and an apology 
2578,buyer, i wont take my down for the safty of other customers who goes through this similar problem with your store   a refund and an apology   yes both 
2578,buyer, a refund and an apology   yes both   no take yours down if you don't agree then we close the deal for this final discussion 
2578,buyer, yes both   no take yours down if you don't agree then we close the deal for this final discussion   I wont 
2578,buyer, no take yours down if you don't agree then we close the deal for this final discussion   I wont   I didn't do any mistake you did so let your customers know that you're capable of making a mistake by accepting your mistake which is you apologizing to me under my review to show you care about your customer and their needs and you're not here for the money only for the happiness of your clients 
2578,buyer," I wont   I didn't do any mistake you did so let your customers know that you're capable of making a mistake by accepting your mistake which is you apologizing to me under my review to show you care about your customer and their needs and you're not here for the money only for the happiness of your clients   Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize."
2578,seller," My store policy is not to offer refunds, but I would be willing to compromise.   I am unhappy with the review you left about me as well.  What is most important to me is that my business reputation is upheld. I believe I provided the item advertised, which said it would be a Laker jersey but not for a specific player. I will consent to offering a refund, but must insist you take down your review of me"
2578,seller," I am unhappy with the review you left about me as well.  What is most important to me is that my business reputation is upheld. I believe I provided the item advertised, which said it would be a Laker jersey but not for a specific player. I will consent to offering a refund, but must insist you take down your review of me  I will give you a refund, and take down my negative review of you, but you have to take down your negative review of me"
2578,seller," What is most important to me is that my business reputation is upheld. I believe I provided the item advertised, which said it would be a Laker jersey but not for a specific player. I will consent to offering a refund, but must insist you take down your review of me  I will give you a refund, and take down my negative review of you, but you have to take down your negative review of me  What is the main thing you want"
2578,seller," I will give you a refund, and take down my negative review of you, but you have to take down your negative review of me  What is the main thing you want  Both?"
2578,seller, What is the main thing you want  Both?  Are you willing to take down your negative review of me?
2578,seller, Both?  Are you willing to take down your negative review of me?  I said I will take down my review of you if you take down your review of me.
2578,seller, Are you willing to take down your negative review of me?  I said I will take down my review of you if you take down your review of me.  All you have done is tell me what you want me to do. What are you willing to offer in exchange?
2578,seller, I said I will take down my review of you if you take down your review of me.  All you have done is tell me what you want me to do. What are you willing to offer in exchange?  So you're willing to lose everything in this negotiation so that you can tell everyone I made a mistake?
2578,seller, All you have done is tell me what you want me to do. What are you willing to offer in exchange?  So you're willing to lose everything in this negotiation so that you can tell everyone I made a mistake?  I Walk Away.
2580,buyer," Hi there, I wanted to reach out about my purchase of a Kobe Bryant jersey that was not fulfilled.  Will the jersey specifically be for Kobe Bryant, not any member of the Lakers? This gift is for my terminally ill nephew so it's extremely important to me for it to be a jersey of the right player.  Okay, I would be interested as long as you take down your bad review of me as a customer."
2580,buyer," Will the jersey specifically be for Kobe Bryant, not any member of the Lakers? This gift is for my terminally ill nephew so it's extremely important to me for it to be a jersey of the right player.  Okay, I would be interested as long as you take down your bad review of me as a customer.  Okay, sounds good. Thank you for your apology as well."
2580,buyer," Okay, I would be interested as long as you take down your bad review of me as a customer.  Okay, sounds good. Thank you for your apology as well.  Submitted agreement: Buyer gets no refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize."
2580,seller," HI THERE, I AM SORRY FOR THAT. WOULD YOU LIKE TO RETURN THE JERSEY FOR A NEW ONE  YES IT SPECIFICALLY FOR KOBE BRYANT  THANK YOU, WILL DO JUST THAT"
2580,seller," YES IT SPECIFICALLY FOR KOBE BRYANT  THANK YOU, WILL DO JUST THAT  YOU ALWAYS WELCOME"
2580,seller," THANK YOU, WILL DO JUST THAT  YOU ALWAYS WELCOME  Accept Deal"
2581,buyer," Goo  I have archive copies of your original description from the wayback machine. If you want to unwind the transacton, you provide a refund, I will retract my review, and you retract yours.  You will provide a full refund?"
2581,buyer," I have archive copies of your original description from the wayback machine. If you want to unwind the transacton, you provide a refund, I will retract my review, and you retract yours.  You will provide a full refund?  I was not clear. We will unwind the transaction: I send back the jersey, you send back the money, we take down our statements, and we go on. If you don't like that, I will take it up with site management."
2581,buyer," You will provide a full refund?  I was not clear. We will unwind the transaction: I send back the jersey, you send back the money, we take down our statements, and we go on. If you don't like that, I will take it up with site management.  You don't get to choose which part of the deal to accept.We unwind the whole thing or nothing. If you won't do this yourself, I will take this to the site management and the courts."
2581,seller, I'm not offering a refund. Please retract your negative review.  My description of the item was displayed prominently and you bought it after reading it. I agree and am willing to retract my negative review if you retract yours.  I'm not providing a refund for an item that was sold as described and displayed. You have a history of doing this with other vendors and I'm not giving you a reason to do it again. Will you apologize for attacking my business reputation?
2581,seller, My description of the item was displayed prominently and you bought it after reading it. I agree and am willing to retract my negative review if you retract yours.  I'm not providing a refund for an item that was sold as described and displayed. You have a history of doing this with other vendors and I'm not giving you a reason to do it again. Will you apologize for attacking my business reputation?  My store policy is clear and I'm not accepting returns or giving out refunds when my product and product description was and is plain for all to see. If we can't agree on anything else other than removing our negative reviews then that will be all. I won't have anyone try to steal a product and besmirch my business name as well as any other vendors in the area.
2581,seller, I'm not providing a refund for an item that was sold as described and displayed. You have a history of doing this with other vendors and I'm not giving you a reason to do it again. Will you apologize for attacking my business reputation?  My store policy is clear and I'm not accepting returns or giving out refunds when my product and product description was and is plain for all to see. If we can't agree on anything else other than removing our negative reviews then that will be all. I won't have anyone try to steal a product and besmirch my business name as well as any other vendors in the area.  I Walk Away.
2582,buyer," Hi! The item that I recently purchased was not at all as I expected. I would like to see if it is possible that I receive a refund for this mistake.  It's okay, things happen. However, I would like to see if we could still proceed with a refund as the item was completely different than what I purchased.   I would not accept that as the item is just completely wrong and not as advertised. In exchange for a full refund, I will remove any negative reviews and consider it a honest mistake."
2582,buyer," It's okay, things happen. However, I would like to see if we could still proceed with a refund as the item was completely different than what I purchased.   I would not accept that as the item is just completely wrong and not as advertised. In exchange for a full refund, I will remove any negative reviews and consider it a honest mistake.  I will do that. And I do apologize for jumping to conclusions and leaving a review before speaking with you. The refund will be greatly appreciated and I will mention your willingness to do that in the review as well."
2582,buyer," I would not accept that as the item is just completely wrong and not as advertised. In exchange for a full refund, I will remove any negative reviews and consider it a honest mistake.  I will do that. And I do apologize for jumping to conclusions and leaving a review before speaking with you. The refund will be greatly appreciated and I will mention your willingness to do that in the review as well.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2582,seller, I'm very sorry this happened and I apologize  A partial refund may be possible if would be accepted  That's okay. I hope you will apologize also. I would also remove bad review of you if you apologize 
2582,seller, A partial refund may be possible if would be accepted  That's okay. I hope you will apologize also. I would also remove bad review of you if you apologize   Thanks for understanding.
2582,seller, That's okay. I hope you will apologize also. I would also remove bad review of you if you apologize   Thanks for understanding.  Accept Deal
2583,buyer," I would like to receive a refunf and an apology please.  Kobe Bryant jersey, you send another player.  I would like an apology to replace the bad review you left for me. As I understand it'd be easier to refund so I can find the jersey elsewhere."
2583,buyer," Kobe Bryant jersey, you send another player.  I would like an apology to replace the bad review you left for me. As I understand it'd be easier to refund so I can find the jersey elsewhere.  My nephew is sick, I need my money back and your review retracted!"
2583,buyer," I would like an apology to replace the bad review you left for me. As I understand it'd be easier to refund so I can find the jersey elsewhere.  My nephew is sick, I need my money back and your review retracted!  You lied about the jersey this is your fault, retract your review and send a partial refund."
2583,buyer," My nephew is sick, I need my money back and your review retracted!  You lied about the jersey this is your fault, retract your review and send a partial refund.  Reject Deal"
2583,buyer," You lied about the jersey this is your fault, retract your review and send a partial refund.  Reject Deal  Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2583,seller, refund on what item please ?  I am totally sorry about that you can return the item and they system will check it out and we will send tjhe desire product you want to you back  i am so sorry about that but money is not refundable but item is thank you
2583,seller, I am totally sorry about that you can return the item and they system will check it out and we will send tjhe desire product you want to you back  i am so sorry about that but money is not refundable but item is thank you  no please only items can be refunded not money
2583,seller," i am so sorry about that but money is not refundable but item is thank you  no please only items can be refunded not money  Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2583,seller," no please only items can be refunded not money  Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.  Reject Deal"
2583,seller," Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.  Reject Deal  I Walk Away."
2585,buyer," Hello, I would like a refund for the jersey I received, it is not a Bryant jersey!  The advertisement was for a Kobe Bryant jersey.  If you are willing to refund the cost, I am willing to delete my bad review of you.  The review exists because of the current situation.  The review stays until the situation is resolved.  I am willing to apologize publicly if you are as well."
2585,buyer," The advertisement was for a Kobe Bryant jersey.  If you are willing to refund the cost, I am willing to delete my bad review of you.  The review exists because of the current situation.  The review stays until the situation is resolved.  I am willing to apologize publicly if you are as well.  Great!  A full refund, I remove the review, you remove your bad review of me, and we both apologize!"
2585,buyer," The review exists because of the current situation.  The review stays until the situation is resolved.  I am willing to apologize publicly if you are as well.  Great!  A full refund, I remove the review, you remove your bad review of me, and we both apologize!  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2585,seller, but it looks very good  How about removing the review first?  okay I agree to that
2585,seller, How about removing the review first?  okay I agree to that  sounds good to me
2585,seller, okay I agree to that  sounds good to me  Accept Deal
2586,buyer," what I got isn't what I ordered for  the color looks a bit worn out and the quality is not as what I saw on your website  then I suggest you pay more attention to what kind of company you transact with, I want a replace"
2586,buyer," the color looks a bit worn out and the quality is not as what I saw on your website  then I suggest you pay more attention to what kind of company you transact with, I want a replace  I don't agree with you with the shipping company you choose to work with, there should be policies which caters for damaged goods."
2586,buyer," then I suggest you pay more attention to what kind of company you transact with, I want a replace  I don't agree with you with the shipping company you choose to work with, there should be policies which caters for damaged goods.  I will remove the "
2586,buyer," I don't agree with you with the shipping company you choose to work with, there should be policies which caters for damaged goods.  I will remove the   I Walk Away."
2586,seller," I assure you I sent the correct item. I apologise you feel this way. What is not correct about it ?  All of my products are of high quality. It is simply impossible that it is worn out. If this is true, it must be the shipping's problem.  If something is damaged in shipping, it is out of my control. Would you be willing to remove bad review due to this in exchange of a replacement?"
2586,seller," All of my products are of high quality. It is simply impossible that it is worn out. If this is true, it must be the shipping's problem.  If something is damaged in shipping, it is out of my control. Would you be willing to remove bad review due to this in exchange of a replacement?  I will definitely take this into consideration and look into a higher quality shipping company. Would you be willing to remove bad review if I replace the item for you ?"
2586,seller," If something is damaged in shipping, it is out of my control. Would you be willing to remove bad review due to this in exchange of a replacement?  I will definitely take this into consideration and look into a higher quality shipping company. Would you be willing to remove bad review if I replace the item for you ?  Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2587,buyer," My item arrived not as described.   I was under the impression that the item I was buying was in fact whole. Unfortunately, the item that I received was actually broken.  Actually, I apologize, it wasn't broken, it was actually the incorrect item. I ordered a kobe Bryant jersey and it was another player."
2587,buyer," I was under the impression that the item I was buying was in fact whole. Unfortunately, the item that I received was actually broken.  Actually, I apologize, it wasn't broken, it was actually the incorrect item. I ordered a kobe Bryant jersey and it was another player.  That may be what the site says now, but when I ori3"
2587,buyer," Actually, I apologize, it wasn't broken, it was actually the incorrect item. I ordered a kobe Bryant jersey and it was another player.  That may be what the site says now, but when I ori3  Sorry, I accidentally sent my message before finishing it. What I was trying to say was that when I originally ordered the item, it clearly stated that it was a Kobe Bryant jersey. While it's true that it no longer says that now, that is because you changed it after the fact."
2587,buyer," That may be what the site says now, but when I ori3  Sorry, I accidentally sent my message before finishing it. What I was trying to say was that when I originally ordered the item, it clearly stated that it was a Kobe Bryant jersey. While it's true that it no longer says that now, that is because you changed it after the fact.  The only person making such outrageous claims is you, but I digress. I would probably be willing to move forward with what you suggest as long as you would be willing to refund my money. I will, of course, return the item. "
2587,buyer," Sorry, I accidentally sent my message before finishing it. What I was trying to say was that when I originally ordered the item, it clearly stated that it was a Kobe Bryant jersey. While it's true that it no longer says that now, that is because you changed it after the fact.  The only person making such outrageous claims is you, but I digress. I would probably be willing to move forward with what you suggest as long as you would be willing to refund my money. I will, of course, return the item.    I have a screenshot of the original item description, before you made your changes, yet you still insist I'm the one being outrageous? Well, if you won't agree to a refund, then I fear that I must insist that the negative feedback remain, if for no other reason than to act as a warning for other potential buyers."
2587,buyer," The only person making such outrageous claims is you, but I digress. I would probably be willing to move forward with what you suggest as long as you would be willing to refund my money. I will, of course, return the item.    I have a screenshot of the original item description, before you made your changes, yet you still insist I'm the one being outrageous? Well, if you won't agree to a refund, then I fear that I must insist that the negative feedback remain, if for no other reason than to act as a warning for other potential buyers.  Reject Deal"
2587,buyer,"  I have a screenshot of the original item description, before you made your changes, yet you still insist I'm the one being outrageous? Well, if you won't agree to a refund, then I fear that I must insist that the negative feedback remain, if for no other reason than to act as a warning for other potential buyers.  Reject Deal  Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize."
2587,seller," How was it not as described?  Please describe what item you ordered and how it is broken.  I apologize, but the website clearly states that the Jersey is not for any specific player."
2587,seller," Please describe what item you ordered and how it is broken.  I apologize, but the website clearly states that the Jersey is not for any specific player.  That is not true"
2587,seller," I apologize, but the website clearly states that the Jersey is not for any specific player.  That is not true  That did not happen. I see that you have attempted to manipulate other sellers to give you a refund as well. Unfortunately, I won't be doing that today. However, I would be willing to remove your bad review, if you would do the same."
2587,seller," That is not true  That did not happen. I see that you have attempted to manipulate other sellers to give you a refund as well. Unfortunately, I won't be doing that today. However, I would be willing to remove your bad review, if you would do the same.  No, thank you. I made no outrageous claims. Have a good day."
2587,seller," That did not happen. I see that you have attempted to manipulate other sellers to give you a refund as well. Unfortunately, I won't be doing that today. However, I would be willing to remove your bad review, if you would do the same.  No, thank you. I made no outrageous claims. Have a good day.  Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller did apologize, and buyer didn't apologize."
2587,seller," No, thank you. I made no outrageous claims. Have a good day.  Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller did apologize, and buyer didn't apologize.  Accept Deal"
2588,buyer," I did not receive the item I expected.  I received the wrong product. I was expecting Kobe Bryant's jersey.  That is incorrect. When I viewed the website, it specifically stated that it was Kobe Bryant's jersey."
2588,buyer," I received the wrong product. I was expecting Kobe Bryant's jersey.  That is incorrect. When I viewed the website, it specifically stated that it was Kobe Bryant's jersey.  Well, I would hope that you take down your negative review of myself due to the misunderstanding at the very +least. I would like a refund and maybe I'll retract my review."
2588,buyer," That is incorrect. When I viewed the website, it specifically stated that it was Kobe Bryant's jersey.  Well, I would hope that you take down your negative review of myself due to the misunderstanding at the very +least. I would like a refund and maybe I'll retract my review.  No. I will not accept this. I am not blind and dumb. I supposedly bought a Kobe Bryant jersey and did not receive it. These are facts."
2588,buyer," Well, I would hope that you take down your negative review of myself due to the misunderstanding at the very +least. I would like a refund and maybe I'll retract my review.  No. I will not accept this. I am not blind and dumb. I supposedly bought a Kobe Bryant jersey and did not receive it. These are facts.  I will take the refund."
2588,buyer, No. I will not accept this. I am not blind and dumb. I supposedly bought a Kobe Bryant jersey and did not receive it. These are facts.  I will take the refund.  yes
2588,buyer, I will take the refund.  yes  Reject Deal
2588,buyer," yes  Reject Deal  No, you can't disparage me still."
2588,buyer," Reject Deal  No, you can't disparage me still.  Fine. You're a shitty online store."
2588,buyer," No, you can't disparage me still.  Fine. You're a shitty online store.  Accept Deal"
2588,seller, have you contacted the post office?  Our website states that the jersey's are not for any specific player and only a team jersey  That is also incorrect. I'm sorry about this misunderstanding but we do have a no-return policy that is also stated on our website.  
2588,seller, Our website states that the jersey's are not for any specific player and only a team jersey  That is also incorrect. I'm sorry about this misunderstanding but we do have a no-return policy that is also stated on our website.    I am looking at our website right now and your purchase and there is no where that states this is a Kobe Bryant jersey. Please refer to the website again. I will offer a refund for an apology and for you to remove your review. 
2588,seller, That is also incorrect. I'm sorry about this misunderstanding but we do have a no-return policy that is also stated on our website.    I am looking at our website right now and your purchase and there is no where that states this is a Kobe Bryant jersey. Please refer to the website again. I will offer a refund for an apology and for you to remove your review.   I will offer a refund if you take your review down as you initially offered. That is our companies final offer. 
2588,seller, I am looking at our website right now and your purchase and there is no where that states this is a Kobe Bryant jersey. Please refer to the website again. I will offer a refund for an apology and for you to remove your review.   I will offer a refund if you take your review down as you initially offered. That is our companies final offer.   and you will remove the review? 
2588,seller," I will offer a refund if you take your review down as you initially offered. That is our companies final offer.   and you will remove the review?   Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2588,seller," and you will remove the review?   Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.  I'm sorry I will have to walk away "
2588,seller," Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.  I'm sorry I will have to walk away   Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
2589,buyer," Hello, I would like to receive a refund as I received a product different from what I ordered.   I ordered a Kobe Bryant jersey and I received the wrong one. It has a player name on it that is not Bryant.  The listing stated that the jersey was a Kobe Bryant jersey and that is what I selected and purchased. If this product was not avaiable the listing should have been taken down. I received a different jersey and I would like a refund."
2589,buyer," I ordered a Kobe Bryant jersey and I received the wrong one. It has a player name on it that is not Bryant.  The listing stated that the jersey was a Kobe Bryant jersey and that is what I selected and purchased. If this product was not avaiable the listing should have been taken down. I received a different jersey and I would like a refund.  Shipping the product back is not a problem, I will return it as soon as you send over return instructions and the shipping label to my email."
2589,buyer," The listing stated that the jersey was a Kobe Bryant jersey and that is what I selected and purchased. If this product was not avaiable the listing should have been taken down. I received a different jersey and I would like a refund.  Shipping the product back is not a problem, I will return it as soon as you send over return instructions and the shipping label to my email.  I would also like you to retract the bad review you have posted of me calling me a fraud and a liar as this issue is not my fault."
2589,buyer," Shipping the product back is not a problem, I will return it as soon as you send over return instructions and the shipping label to my email.  I would also like you to retract the bad review you have posted of me calling me a fraud and a liar as this issue is not my fault.  I will retract my review as long as you do, I agree to this. "
2589,buyer," I would also like you to retract the bad review you have posted of me calling me a fraud and a liar as this issue is not my fault.  I will retract my review as long as you do, I agree to this.   Accept Deal"
2589,seller, What was the problem with your product?  Unfortunately our website stated that Kobe Bryant was not available for purchase.   I can offer a refund as long as the product is shipped back to us. 
2589,seller, Unfortunately our website stated that Kobe Bryant was not available for purchase.   I can offer a refund as long as the product is shipped back to us.   That's fine. I will send it over.
2589,seller, I can offer a refund as long as the product is shipped back to us.   That's fine. I will send it over.  As long as you retract yours as well. I am sorry for the poor buying experience. 
2589,seller," That's fine. I will send it over.  As long as you retract yours as well. I am sorry for the poor buying experience.   Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2590,buyer, what I ordered for is not what I got  No I did not and I request for a refund  What do you say about my refund?
2590,buyer, No I did not and I request for a refund  What do you say about my refund?  I think you should be the ones apologizing for your poor services and also refund
2590,buyer," What do you say about my refund?  I think you should be the ones apologizing for your poor services and also refund  My review is the truth and you know it, and you can't start making assumptions about my history because you have a history of not delivering the right product and also not refunding"
2590,buyer," I think you should be the ones apologizing for your poor services and also refund  My review is the truth and you know it, and you can't start making assumptions about my history because you have a history of not delivering the right product and also not refunding  Accept Deal"
2590,seller," You got exactly what you ordered. It did not state it was for a certain team member.  Yes you did, if you look at what you ordered it does not state it was for a certain member.  I would give you a refund only if you retract your bad review and you apologize for writing it."
2590,seller," Yes you did, if you look at what you ordered it does not state it was for a certain member.  I would give you a refund only if you retract your bad review and you apologize for writing it.  I did not do anything wrong. You have a history of this based on your reviews. I will refund if you retract your review."
2590,seller," I would give you a refund only if you retract your bad review and you apologize for writing it.  I did not do anything wrong. You have a history of this based on your reviews. I will refund if you retract your review.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
2591,buyer," Please refund my money  This is for my terminally ill nephew. This jersey means the world to him  If you give me my refund, I can be a hero to my nephew. I'm sure you can understand"
2591,buyer," This is for my terminally ill nephew. This jersey means the world to him  If you give me my refund, I can be a hero to my nephew. I'm sure you can understand  if you fully refund, I will refer you to my friends and family to get you more business"
2591,buyer," If you give me my refund, I can be a hero to my nephew. I'm sure you can understand  if you fully refund, I will refer you to my friends and family to get you more business  I Walk Away."
2591,seller," that is not our policy, but I think that we could meet in the middle. We can both apologize, both retract our bad reviews and there can be a partial refund given.   well, that is not in my control because we do not offer the jersey he wants, so there is no way I can get that for him.   That is horrible, but I am using the money to give to my widowed mother who is struggling to make ends meet. So, we can both take half and both at least attempt to help those we care about. Please consider the offer I made"
2591,seller," well, that is not in my control because we do not offer the jersey he wants, so there is no way I can get that for him.   That is horrible, but I am using the money to give to my widowed mother who is struggling to make ends meet. So, we can both take half and both at least attempt to help those we care about. Please consider the offer I made  Thank you but that is alright. I have plenty of business and would rather stick to my policy. Review the offer one more time and let me know if we can meet in the middle. Partial refund and we both agree to take down our bad reviews"
2593,buyer, I want refund because you sold me the wrong product  I expected the Kobe Bryant jersey. You sent me a jersey of another player  ok. I will return the jersey and can you send me the Kobe Bryant one?
2593,buyer, I expected the Kobe Bryant jersey. You sent me a jersey of another player  ok. I will return the jersey and can you send me the Kobe Bryant one?  Can you remove the bad review you put about me on your site?
2593,buyer, ok. I will return the jersey and can you send me the Kobe Bryant one?  Can you remove the bad review you put about me on your site?  ok. 
2593,buyer, Can you remove the bad review you put about me on your site?  ok.   I also want an apology
2593,buyer, ok.   I also want an apology  ok. 
2593,buyer, I also want an apology  ok.   Accept Deal
2593,seller, How was the item different from what you expected?  We apologize for the confusion. We would glad to correct the mistake.  Fantastic
2593,seller, We apologize for the confusion. We would glad to correct the mistake.  Fantastic  I think we both should remove our bad reviews. Do you agree?
