kodis-id,b_fullChat
2597,"<b>[You]</b>: Hello, I didnt get the correct product I ordered. Can you issue a refund?<br><b>[Other]</b>: Sorry to hear you didn't get the product you ordered. What is it that you ordered? <br><b>[You]</b>: I ordered a Kobe Bryant (rest in peace) jersey for my ill nephew. It was clearly listed as this player when I bought it.<br><b>[Other]</b>: That's not possible as there is no option to select a particular player when purchasing a jersey so I'm not able to issue a refund for this item is there anything else I can help you with? <br><b>[You]</b>: There was no option to select a player because the listing itself was already labeled as Kobe Bryant jersey. I see you have edited the listing to remove the name. No one is paying $75 for a no name player. Please send a refund and I can return the jersey. If not, I will leave a negative review and expose your practices.<br><b>[Other]</b>: It seems you have already left a negative review, I will issue you a partial refund of 25 dollars if you remove the negative review<br><b>[You]</b>: I can remove the negative review if you give a full refund. I am returning the jersey to you. So no harm done to either of us. Will you accept? We can remove all reviews of each other.<br><b>[Other]</b>: We do not accept returns sorry or typically issue refunds <br><b>[You]</b>: Ok give me a partial refund. <br><b>[Other]</b>: Alright, I will issue you a partial refund <br><b>[You]</b>: I am sure you edited the listing. Can you apologize for mislabeling the product and retract my bad review?<br><b>[Other]</b>: I can assure you that the listing was not edited as we track such changes to our website. I apologize for the inconvenience. You have been issued a partial refund<br><b>[You]</b>: Ok then, I apologize for the inconvenience. Thanks.<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2599,"<b>[You]</b>: well where is the refund<br><b>[Other]</b>: no refund as stated<br><b>[You]</b>: i want a full refund<br><b>[Other]</b>: replace your negative review with a positive one and I will seriously consider a refund<br><b>[You]</b>: alright ill do that<br><b>[Other]</b>: Sounds like a plan<br><b>[You]</b>: great to hear<br><b>[Other]</b>: I think we have reached a deal and this is the eight message so were good now<br><b>[You]</b>: oh yh<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller kept their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2600,"<b>[You]</b>: I would like to remedy this situation between us.  Would you be willing to remove the negative review you had of me?<br><b>[Other]</b>: I will do so if you agree to remove your bad review of me.<br><b>[You]</b>: That sounds good to me.  Since the jersey was not the Kobe Bryant one that was listed I was wondering if there is any way I could receive at least a partial refund?<br><b>[Other]</b>: The negative review you sent hurts me in the eyes of other buyers. If you made a formal apology for it after retracting your bad review then I can help you out.<br><b>[You]</b>: Likewise your negative review hurts me in the eyes of other sellers and I am concerned that they may not want to continue to do business with me too.  Would you also be willing to apologize?  Then we could both be on a clean slate.<br><b>[Other]</b>: Okay, yes that sounds good to me. We will both offer apologies to each other. I will offer a partial refund of your item. What seems fair to you.<br><b>[You]</b>: Would a 25% refund be acceptable?<br><b>[Other]</b>: I could also refund the full amount if you ship the item back to me. Which do you prefer?<br><b>[You]</b>: I am ok with the full refund and shipping the item back to you.  Thank you for the understanding.<br><b>[Other]</b>: Okay then sounds good. <br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2602,"<b>[You]</b>: Hello, I was wondering if it is possible to get a refund for the Lakers Jersey I ordered. The item was listed as a Kobe Bryant jersey at the time of purchase, but it is not what I recieved. I would be willing to send the jersey back in order to get a full refund. <br><b>[Other]</b>: I cannot offer a refund because as my website states the Laker jerseys are general they do not represent a player past or present.<br><b>[You]</b>: Yes, however, at the time of purchase, the jersey was listed as a Bryant jersey. I intended this jersey as a gift for my nephew whose idol is Kobe Bryant. I apologized for any confusion, but is there any way that I could get a refund/return. I would also be willing to remove the review I left on your shop in return. <br><b>[Other]</b>: I appreciate your offer. I am willing to give you a 70 percent refund. I know customers do not always read terms on my website. You could also purchase another generic jersey for 20 percent off web listed price.<br><b>[You]</b>: I am willing to negotiate the 70 percent refund if you also remove the bad review you left on my page. Thank you for your help. <br><b>[Other]</b>: I will remove your bad review you wrote. Are you interested in another sports item, maybe a Laker's yearbook for 2024?<br><b>[You]</b>: No, just the refund will be fine. I apologize for any inconvenience this has caused and I thank you for your cooperation.<br><b>[Other]</b>: Ok please send me the jersey back and I will credit your account minus 30%.<br><b>[You]</b>: Will do, thanks<br><b>[Other]</b>: Please visit our website again and chat with me if you are later interested in any more purchases from my store.<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller kept their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2603,"<b>[You]</b>: I'd like a refund please.  I ordered a Kobe Bryant jersey and you sent me something else.<br><b>[Other]</b>: Hello what is your confirmation and tracking number so I can get the process started?<br><b>[You]</b>: Confirmation # is 12342345, tracking # is ZXCYKM78HGT<br><b>[Other]</b>: Thank you, please hold.<br><b>[You]</b>: Thanks<br><b>[Other]</b>: You have been fully refunded, you should see it in your account withing 1 to 3 business days. Also I have given you a voucher to where we purchase the jersey for you because of the mistake. Thank you for being a customer.<br><b>[You]</b>: Thank you very much!  I expected an argument<br><b>[Other]</b>: Not at all sorry for the mistake.<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2606,"<b>[You]</b>: I would like a full refund for my purchase. The item was broken.<br><b>[Other]</b>: All sales are final, as per policy at time of sale.<br><b>[You]</b>: If you don't refund me then I will have to give you a bad review. <br><b>[Other]</b>: I am willing to issue an apology, but cannot make an exception to the refund policy.<br><b>[You]</b>: I appreciate the apology, but I really need the refund for this item.<br><b>[Other]</b>: Unfortunately, the policy must stand to be fair.  I can offer to retract my Buyer review, if you also issue an apology.<br><b>[You]</b>: I am willing to apologize and retract my review as well if you could please at least issue me a partial refund. <br><b>[Other]</b>: With the above offer, a partial refund will be acceptable.<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2607,"<b>[You]</b>: HEY there<br><b>[Other]</b>: Hello!<br><b>[You]</b>: My item arrived broken. I demand a full refund and an apology!<br><b>[Other]</b>: We always make sure to package items for safe delivery. I apologize for the inconvenience this has caused you <br><b>[You]</b>:  I understand your concern, but the item I received was not as described, and I believe a full refund is warranted in this situation. As for the apology, I would appreciate it if we could resolve this matter amicably.<br><b>[Other]</b>: If the item arrived broken, i can offer you a refund.<br><b>[You]</b>: I completely understand your perspective, but I assure you that the item arrived damaged. I can provide photographic evidence if necessary. Regarding the review, I'd be willing to consider removing it if we can come to a fair resolution.<br><b>[Other]</b>: I would appreciate the removal of the negative review, I will offer a refund.<br><b>[You]</b>: Can we proceed with the refund?<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2611,"<b>[You]</b>: Hello<br><b>[Other]</b>: Hey there. I wanted to talk to you about the item you purchased and how we can resolve this issue.<br><b>[You]</b>: Sure thing. I purchased a Kobe Bryant jersey for my sick nephew. But, I did not receive a Kobe jersey - I got some other Laker jersey. I'd like to send you back the item and receive a refund. <br><b>[Other]</b>: Oh, really? I seem to be mistake on what the issue was then. I thought you wanted a laker jersey that had no players on it. I apologize. I was wondering if there was a way that we can resolve this and possibly even having you change your review. I am willing to find a way to make sure you come out of this interaction a happy customer.<br><b>[You]</b>: Ok sure. What do you propose? I am open to change my review if we can come to a happy agreement here. <br><b>[Other]</b>: Yes. Would you like me to send you an exchange at no cost? Or a return? I will send you a small article of lakers merch along with it as a sign of good will.<br><b>[You]</b>: Sure - my nephew is terminally ill and he was a huge Kobe Bryant fan. Do you have a Kobe Bryant jersey that you can send me and I can send you back the jersey I received?<br><b>[Other]</b>: Yes. I do have one. So I will send you a kobe bryant jersey to exchange with the one you have at no cost and you will update your review. And I will send you a piece of free merch at no cost as well. So are we in agreement?<br><b>[You]</b>: Yes - definitely! I agree to that. Thanks for working through this issue with me. <br><b>[Other]</b>: Sounds great. I appreciate being able to work with you on this issue. So to summarize, I will send you merch, give you a free exchange, and you will change your review and I will put my apology to you on my store. I am glad to be dealing with you. I hope you have a great day!<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2613,"<b>[You]</b>: HI<br><b>[Other]</b>: Hi<br><b>[You]</b>: HOW ARE U<br><b>[Other]</b>: I am fine<br><b>[You]</b>: you're from which state?<br><b>[Other]</b>: California <br><b>[You]</b>: fine, i'm from georgia<br><b>[Other]</b>: Very good<br><b>[You]</b>: we need to exchange few messages more<br><b>[Other]</b>: Give me your Fb/whats app  number and I will talk to you later<br><b>[You]</b>: okay... coming<br><b>[Other]</b>: Thanks<br><b>[You]</b>: send yours<br><b>[Other]</b>: https://www.facebook.com/AMBERSIMMONS2021/<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2616,"<b>[You]</b>: I'd like to receive a refund please<br><b>[Other]</b>: I don't think that's fair the item was as described and shipped properly<br><b>[You]</b>: I believe it was an honest mistake but it was definitely wrong and I have photos to prove it<br><b>[Other]</b>: I have a reputation to uphold, So i apologize. would you consider a partial refund?<br><b>[You]</b>: I believe I am entitled to a full refund due to the item being wrong. This was for my sick nephew so it was important that it be right<br><b>[Other]</b>: That's a fair point, I am sorry about that. I will give you a full refund, if you are willing to retract the negative review<br><b>[You]</b>: I appreciate you working with me on the refund. Unfortunately, I can't take the review down. It was honest and accurate- not rude. <br><b>[Other]</b>: While I understand that, but without the negative review being taken down or at least amended to say I made it right there is no incentive for me, if my account will be negatively impacted regardless<br><b>[You]</b>: Would you be willing to also take down the bad review you left of me? The reviews definitely affected us both<br><b>[Other]</b>: Yes, I was always planning on doing that <br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2621,"<b>[You]</b>: If you give me the refound, I will quit the bad review<br><b>[Other]</b>: I can't give you a refund, but I'm willing to remove my bad review of you and apologize if you give up on the refund <br><b>[You]</b>: It's ok but I will not remove the bad review of you<br><b>[Other]</b>: ok that's fine<br><b>[You]</b>: fine <br><b>[Other]</b>: very good. you don't have to apologize to me either<br><b>[You]</b>: perfect :) <br><b>[Other]</b>: sounds good. i think we can finalize now<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Reject Deal<br><b>[Other]</b>: that's not what we agreed. I will not offer a refund but I will remove my bad review and apologize, whereas you don't have to do either<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2623,"<b>[You]</b>: helllo<br><b>[Other]</b>: Hello, <br><b>[You]</b>: look like we need 8 messages lol, not sure what are we supposed to write about<br><b>[Other]</b>: So basically, following our roles, you are complaining that you did not get the jersey you are looking for. <br><b>[You]</b>: alright I would request a full refund, No need for an apology on either side, and I keep my bad review<br><b>[Other]</b>: I understand you might be upset for the confusion on the jersey. I would like to reach middle ground to avoid having a bad review for something that is more related to a human confusion<br><b>[You]</b>: Fine as long as I receive an apology for the mistake and time, then I would take it down<br><b>[Other]</b>: We would publish an apology and recharge our website to be more clear on the details of the product.<br><b>[You]</b>: i agree <br><b>[Other]</b>: Perfect, I'm glad that we were able to negotiate this through. I would mark the apology and retract th bad review as part of our deal<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2625,"<b>[You]</b>: Hi, how are you? I'm here to talk about an issue with a jersey i bought<br><b>[Other]</b>: Yes, we are sorry for the misunderstanding but there are no refunds, the info on our website about the product was accurate<br><b>[You]</b>: Actually I remember reading it was a Kobe Bryant jersey, and I wouldn't have an issue and wouldn't complain if it wasn't for my nephew that is really sick, like really really sick, and i 'd love to give him that present but i don't have that much money, that's why I wanted the refund<br><b>[Other]</b>: We are sorry to hear that, but the policy of our company doesn't allow refunds. We provide our costumers with exact info about our products and honesty is one of our most important values.<br><b>[You]</b>: I know there must be something you can do to help me, I get you have to try to persuade me but I doubt you can't refund the money, and i don't know the law in the country where your company is but in my country refunds are legally undeniable and i think that's a standard in pretty much every company and country<br><b>[Other]</b>: We understand your predicament but our policy about refunds is clear, we can't provide a refund, specially when the product we sold you was is a good state and the information on our website was accurate.<br><b>[You]</b>: Come on just help me please, like my nephew is literally dying, like I wouldn't care about any of this if it wasn't for my nephew, just help a good man trying to do a loving act for a child, give me the refund, i apologize to you on your site, i erase my bad review, you do the same, we both do something good, we move on, please just help me<br><b>[Other]</b>: We can remove our bad review if you do the same but a refund is beyond our possibilities<br><b>[You]</b>: Okay, we are progressing, what about we do a partial refund, i remove mi bad review, you do the same, i apologize, you do the same and we both agree middle term?<br><b>[Other]</b>: As it happens a partial refund is possible, do we have an agreement?<br><b>[You]</b>: Yes we have an agreement<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2626,"<b>[You]</b>: i want to receive full refund, for you tu retract the bad review, ill apologize to you and remove bad review if you apologize<br><b>[Other]</b>: I apologize for the mistake. It mentioned that I had shipped the wrong order. Is that correct?<br><b>[You]</b>: yes, that is correct<br><b>[Other]</b>: Do you have photographic proof of the order? I can pull up the order for you and see what happened.<br><b>[You]</b>: yes, can i please hace a full refund?<br><b>[Other]</b>: Once you have submitted proof of the order to us, I can verify if it was truly our mistake and give you a refund but that will be determined once we have proof. Does that sound alright with you?<br><b>[You]</b>: yes, please retract your bad review of me and i will retract my bad review of you<br><b>[Other]</b>: Yes, I will make sure to do that. Have a nice day!<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2627,"<b>[You]</b>: Hello, good afternoon<br><b>[Other]</b>: Hello there! How can I help?<br><b>[You]</b>: I would like to ask you for a total or a partial refund of my purchase<br><b>[Other]</b>: What is the reasoning behind this request?<br><b>[You]</b>: My order arrived wrong<br><b>[Other]</b>: How so? I will need details as to what is wrong so we might fix it.<br><b>[You]</b>: Thank you, I ask for the last  Bryant's basketball championship jersey, but I got other player's jersey<br><b>[Other]</b>: Well, all sales are final and I believe the jerseys should be blank. Just team jerseys.<br><b>[You]</b>: That is what other person told me, but you see, I took some screenshots when I was Purchasing, and the site said that the jersey was the Bryant's basketball championship jersey. But later the information was changed<br><b>[Other]</b>: How about this then. If you return the jersey and remove your bad review, I will give you a full refund.<br><b>[You]</b>: You sound like a reasonable person, you must understand, what guarantee do I have that after removing my review you will give me a full refund? <br><b>[Other]</b>: (I know its not an option on the side) Its only natural to refund someone if they return their product. There is no guarantee for you just like if you do the same thing somewhere else. I guess the closest thing would be me also removing my review of you so that makes us pretty much even.<br><b>[You]</b>: I don't have any problem returning the product, and I can also remove my review. Maybe we can make the transaction on a secure website. I have a proposal for you: How about you write an apology below my review and mention how you are going to fix it, and when I receive the money and you the jersey, I remove the bad review and write a new one, mentioning the good treatment you just gave me?<br><b>[Other]</b>: An apology from me will be happening as we did nothing wrong on our end. If all reviews are removed that is fine with me.<br><b>[You]</b>: Well, I think you did wrong calling me a fraud without asking me what was happening. But anyway,I can remove my review when the transaction is completed. I agree all reviews should be removed. I propose cleartransactions.com for the safety of both parts to do the transaction<br><b>[Other]</b>: Agreed<br><b>[You]</b>: Thank you<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2628,"<b>[You]</b>: Hello, I ordered this jersey but it was not for the player I ordered. I understand mistakes happen, would you be willing to work with me on a refund? <br><b>[Other]</b>: I´m sorry this happened, Unfortunatly we have a very strict policy for no refunds<br><b>[You]</b>: I understand, is there anything that we can do to potentially work around a refund? I see that there was a negative review posted of me and I likewise posted one. Maybe we could both take the reviews down instead of issuing a refund? <br><b>[Other]</b>: That sounds like a very reasonable deal, we would be happy to remove the review<br><b>[You]</b>: Okay sounds good, would you also be willing to apologize either via phone or via email? I apologize for the review. <br><b>[Other]</b>: We apologize for your inconvenience and will remove the bad review from our page, thank you for reaching out <br><b>[You]</b>: Thank you I appreciate your time and help. <br><b>[Other]</b>: We thank you for reaching out and for solving in a peaceful manner<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2629,"<b>[You]</b>: Hello my item I purchased arrived broken<br><b>[Other]</b>: Can you send me photographs of it?<br><b>[You]</b>: Yes, I can. How would you like me to send them?<br><b>[Other]</b>: Please email them, once we review them, if your item was broken due to bad packing, we refund.<br><b>[You]</b>: Here are the pictures, as you can see the product has a rip down the side of it<br><b>[Other]</b>: By what I can see it was damaged for bad managing of the package, but I can offer a partial refund.<br><b>[You]</b>: Could you replace the item instead or provide me with a full refund<br><b>[Other]</b>: That will only generate more costs to both of us. And as I said, the damage was caused by the parcel company.<br><b>[You]</b>: I must insist on a full refund as the damage wasn't cause by me, so I shouldn't bare the cost for it.<br><b>[Other]</b>: I understand, but a full refund should be given to you by the parcel company. I offer you a partial refund to show my concern for this situation, but it was not our responsability.<br><b>[You]</b>: I understand, if I have any trouble recieving a refund from the parcel company, can you help provide me with help comfirming that the damage was caused by them and not you or I?<br><b>[Other]</b>: For sure, I will also remove my bad review if you remove yours. I apologize for this situation.<br><b>[You]</b>: Thank you for your help and I will be sure to remove my negetive review<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2630,"<b>[You]</b>: Hi man, i saw your bad review about me, you know you did bad, i wan a full refund and a public apology about that review<br><b>[Other]</b>: You left a review about me that simply was not true and called me a liar and a crook.<br><b>[You]</b>: You know you changed your website to make me look like a lier, ok, don't apologize to me, just give me a full refund and delete that review about me<br><b>[Other]</b>: Absolutely not. I didn't change my website and you know it. Are you willing to retract your review if I am willing to offer a refund for the item back?<br><b>[You]</b>: I'ts not the right thing to do, because you will try to scam other people like you did with me but ok, give me my money back and delete that review about me, i will delete my review too.<br><b>[Other]</b>: You are slandering me and my business and I am not going to delete anything until you retract your review. When that is done, I am happy to delete mine and when I receive the item back I will refund you your money. <br><b>[You]</b>: First my money, when i get my money i will delete my review and after that you delete yours, deal?<br><b>[Other]</b>: You want your money back, and the review deleted? Then delete your review first. You have my word <br><b>[You]</b>: I can't trust you after what happened, and probably you won't trust me, give me my money, i return your product and we can delete our reviews at the same time, if one of us don't delete the review we can put them on another time<br><b>[Other]</b>: Fine. I will refund you now. <br><b>[You]</b>: Fine, i will tell you when i send your product back<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2632,"<b>[You]</b>: Hello, I received the wrong product, I was expecting to receive the Los Angeles Lakers Jersey for Kobe Bryant, but the one that I received was not from him. I am looking for a refund.<br><b>[Other]</b>: Hi, I understand that there is an inconvenience on your part, however, it is specified on the page that the jerseys are not from any particular player, so I cannot offer you a refund. How else can I help you?<br><b>[You]</b>: I digress with what you said, I took a screenshot and have the receipt that has the image of the product that I was buying, and it is clear that the name Kobe Bryant was on it.<br><b>[Other]</b>: The image displayed on the site is for reference, at the time of the checkout the specifications that I communicated to you are made clear. I apologize if at any time during the purchase the above was not comprehensible. To avoid further setbacks we could reach an agreement. For me, the reputation of my store is very important, so I would like to know if there is a possibility for you to remove your negative review and offer an apology for the misunderstanding. In that case, I can refund a part of your purchase. <br><b>[You]</b>: I am looking for a full refund, I saw that you changed the description of the product at the moment that it arrived to me, that is deceptive and inappropriate for a store that finds its reputation very important. If you agree, I would remove my review.<br><b>[Other]</b>: Sorry, but the specifications are explicitly disclosed on the page at the time of purchase. These specifications were set when the store opened and have not been modified since. I can refund a part of the purchase if you accept the terms I mentioned. If you are not willing, there is no problem, but in that case I cannot offer you a full refund. <br><b>[You]</b>: Fine, I'll take the partial refund and the review. But I will never buy from your store again if you do not take care of those problems.<br><b>[Other]</b>: Thank you for your understanding. Unfortunately, the situation was a misunderstanding that led to inconvenience for both parties.  I appreciate the withdrawing of your bad review and the offering of an apology I respect your decision not to purchase from the store again, but if you ever change your mind, we are here to serve you. Have a nice day. <br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2633,"<b>[You]</b>: I would like to request a refund because I did not receive the item I was promised.<br><b>[Other]</b>: Hello, thank you for reaching out. I'm sorry your purchasing experience was not satisfactory. However, as you can see on our website, all sales are final.<br><b>[You]</b>: I understand but I'm hoping you will make an exception for me since I thought I was getting a specific item. I can remove my bad review in exchange for a refund.<br><b>[Other]</b>: Could you describe to me why you consider that you did not receive the item you asked for?<br><b>[You]</b>: Of course. On the page there was a picture of a specific jersey and it mentioned the name of it in the listing. Then once I received the item it was a different name than what was shown on the website. I feel that this was false advertising.<br><b>[Other]</b>: I can see how that could be confusing. However, if you review our website, you will see that we do not promise our jerseys will have a specific name. Otherwise, we would immediately offer a refund because we believe that people should take responsability for their mistakes. <br><b>[You]</b>: I would be okay with a partial refund in exchange for me removing my bad review. I do apologize for misunderstanding but I would appreciate some help so I can get what I want. I would hope that this could be fixed for future customers as well.<br><b>[Other]</b>: I understand your position. You wanted a specific jersey but you did not get it because our jerseys don't have a specific name on them. However, for the financial health of our business we have adopted a policy of keeping all sales final, since our website clearly describes the products we offer. If you were a business owner, would you feel comfortable sending a refund while you know that you have sent the product as it is described on the website?<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2634,"<b>[You]</b>: Hello, I want my refund of my purchase<br><b>[Other]</b>: Hi! What seems to be the problem?<br><b>[You]</b>: The web page announce a shirt of kobe bryan, but when I got it, that shirt didn't be from that player<br><b>[Other]</b>: I understand your frustation, and I'm really sorry, but the page doesn't mention that the jersey will carry Kobe or any other player's name. And I want to mention that bad reviews can really harm a business. I want to fix this for both of us, are you interested in a deal so we can resolve this peacefully?<br><b>[You]</b>: Sure, I want my refund and I will retract about my bad review<br><b>[Other]</b>: I appreciate it, and I will erase the negative review about you, so you can avoid any repercussions as well. Thanks for being understanding.<br><b>[You]</b>: Thank you I guess.. but  what I really want is my refund, could you be able to do that?<br><b>[Other]</b>: I'll definitely get you your refund, no questions asked. I want all of our customers to have an excellent buying experience with us, so if the product is not what you expected, you'll definitely get your refund.<br><b>[You]</b>: Ok, thank you so much. That would be perfect!<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2635,"<b>[You]</b>: what is your offer<br><b>[Other]</b>: i would like to review what choices you think are fair?<br><b>[You]</b>: It would be fair for both of us to receive what we expect<br><b>[Other]</b>: Is their a solution that you feel works best for the both of us<br><b>[You]</b>: we will probably both get what we expect<br><b>[Other]</b>: how would you feel about retracting the negative review<br><b>[You]</b>: I could do it, but what would I receive in return?<br><b>[Other]</b>: i would send an apology to you as well and remove  my negative review<br><b>[You]</b>: That's fine with me, I'm okay with it if that's the deal.<br><b>[Other]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2640,"<b>[You]</b>: Hi. I would like to receive a full refund.<br><b>[Other]</b>: Hi, what seems to be the reason for wanting a refund?<br><b>[You]</b>: I received the wrong item.<br><b>[Other]</b>: We shipped the item listed on the order you submitted, we cannot offer a refund for this issue, as the correct item was shipped.<br><b>[You]</b>: No it was not. I have the screenshot of the listing of the item I was supposed to receive.<br><b>[Other]</b>: I can also am able to provide information on the order, and that we shipped the correct item. It seems to have been a computer error. I could offer you a partial refund if you agree to retract the negative review you posted.<br><b>[You]</b>: Yes that is fair. Would you retract the negative review of me as the buyer?<br><b>[Other]</b>: If you offer an apology for your behaviour.<br><b>[You]</b>: I will apologize if you apologize as well.<br><b>[Other]</b>: Sounds like we're in agreement.<br><b>[You]</b>: Yes. I apologize for my behavior.<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2641,"<b>[You]</b>: hi<br><b>[Other]</b>: hi<br><b>[You]</b>: im looking for recieving my money back, this wasnt what i ordered<br><b>[Other]</b>: sorry for the inconvenience, the item that you received is the one that states on page, please can you change the bad review, and we could talk about the refund<br><b>[You]</b>: how about you making a apology for the inconvenience, i have the recipt of the purchase, once i reciebe the refound i can take the bad review<br><b>[Other]</b>: the product states that is a jersey without a particular player, I can refund 50% for all inconvenience and you retract the bad review :)<br><b>[You]</b>: sorry i cant take less than the 90%, i double cheked the purchase, once i have the refound  and an apology i wont have a problem retracting the bad review <br><b>[Other]</b>: the information is clearly on the site, it is a sad situation but I can offer you the refund if you return the product :) <br><b>[You]</b>: off course, only if you cover the shipping cost<br><b>[Other]</b>: that is OK <br><b>[You]</b>: all right, ill change the review then the refound its done<br><b>[Other]</b>: good<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2644,"<b>[You]</b>: Hi<br><b>[Other]</b>: Hi<br><b>[You]</b>: I am here to review the issue of the purchase of my product and that it arrived incorrectly.<br><b>[Other]</b>: in the sale of the product the type of product was exactly described, the teams operating shirt does not specify the player<br><b>[You]</b>: I'm sure it was from a specific player, and now their store has made the change. I'm just here requesting a refund and the return of the product.<br><b>[Other]</b>: This cannot be possible since we have a specific section where you can choose the name of the player<br><b>[You]</b>: Nowhere in the ad did they mention that, I just want to return the product and receive a refund, it is my right. Or I will have to put a bad review about the store.<br><b>[Other]</b>: Maybe you havent explored it on the page but we can make the change. Would you willing and given the misunderstanding, could you remove your negative comment?<br><b>[You]</b>: If there would be no problem, the intention has never been to affect the company, I just don't want this product, maybe I will buy one again with the name of the player I want.<br><b>[Other]</b>: We greatly appreciate the initiative to resolve this misunderstanding, we extend your consideration by offering you an additional discount on your next pursache<br><b>[You]</b>: That sounds great to me. Thank you very much for your attention and understanding. Is there anything else I should do for you?<br><b>[Other]</b>: Just remove the negative review, thank you for choosing us, it will be a pleasure tonserve you again <br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
