GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
2800,1,buyer,seller,0.83,160,225,16.25,17.78,5.63,3.11,7.5,4.89,10.63,14.22,0,0,5,12,10,9.33,6.25,4
2801,1,buyer,seller,0.82,277,468,17.69,17.74,5.42,7.26,8.3,8.12,4.69,7.69,1.81,2.35,1.08,3.21,12.27,10.04,3.61,6.62
2802,1,buyer,seller,0.73,168,212,17.26,11.79,3.57,6.13,5.36,7.55,8.93,13.68,0.6,0,2.38,3.3,10.12,11.32,5.95,8.02
2804,1,buyer,seller,0.67,240,136,16.25,12.5,7.92,8.09,5.83,9.56,10.83,9.56,2.92,3.68,7.92,0,11.67,10.29,10.42,0
2807,1,buyer,seller,0.86,518,273,17.95,17.95,4.44,2.56,8.49,5.86,9.27,14.29,2.9,2.56,4.05,2.2,12.55,14.29,8.88,7.69
2808,1,buyer,seller,0.84,580,500,12.24,13.8,6.72,5,6.38,8.8,14.66,12.2,2.07,0.8,4.48,4.2,13.62,9.8,8.1,5.6
2809,1,buyer,seller,0.93,721,345,16.92,17.39,4.02,5.22,7.91,6.96,11.65,12.17,2.64,2.03,4.99,4.06,11.79,11.59,7.63,9.28
2811,1,buyer,seller,0.82,457,380,17.29,17.89,4.16,3.95,6.78,4.47,8.1,10.79,3.94,0.26,5.69,5,14.44,13.16,6.35,5.79
2813,1,buyer,seller,0.85,483,338,13.66,18.64,2.69,1.78,9.94,9.17,15.53,13.31,2.69,3.55,2.07,8.28,15.53,15.09,7.66,7.69
2814,1,buyer,seller,0.86,253,200,10.67,11,11.07,8,8.3,11.5,6.32,7,3.56,1.5,5.14,3.5,15.42,13,3.16,3
2815,1,buyer,seller,0.73,176,101,9.09,19.8,0.57,1.98,9.66,7.92,14.77,7.92,1.14,0.99,6.82,3.96,9.66,9.9,9.09,2.97
2817,1,buyer,seller,0.81,590,421,12.88,18.05,3.22,5.23,13.56,8.31,10,7.13,1.69,3.33,4.07,1.9,10.85,11.16,7.8,7.13
2819,1,buyer,seller,0.72,305,130,14.75,13.85,7.87,3.85,5.25,9.23,8.2,5.38,1.97,0,7.21,6.15,14.43,19.23,4.59,6.15
2820,1,buyer,seller,0.68,247,115,16.6,13.04,2.83,5.22,9.72,5.22,8.1,5.22,2.02,5.22,3.24,0,10.53,11.3,5.26,6.96
2821,1,buyer,seller,0.83,388,504,10.05,8.93,3.61,6.75,14.69,8.13,9.28,11.11,2.32,2.78,1.8,3.37,14.43,12.5,5.67,7.54
2823,1,buyer,seller,0.86,533,264,13.7,17.42,8.63,5.68,6,6.44,9.94,16.67,0.56,0.76,3.56,5.3,12.95,9.47,7.88,7.2
2824,1,buyer,seller,0.76,338,256,11.54,13.67,5.03,5.47,12.72,5.08,9.76,8.98,4.14,2.73,3.55,10.94,7.99,14.45,4.14,8.59
2825,1,buyer,seller,0.74,389,443,18.25,18.06,6.43,3.61,7.46,5.87,15.94,14.9,2.83,0,7.97,4.51,8.48,10.16,10.8,5.64
2826,1,buyer,seller,0.86,310,178,12.9,11.24,6.13,5.62,6.77,10.67,11.29,9.55,1.94,2.25,0.65,1.69,11.29,16.29,4.19,3.93
2827,1,buyer,seller,0.76,710,349,10.56,18.05,1.69,1.15,6.76,4.01,8.31,4.58,3.8,1.43,2.82,3.72,11.27,13.18,7.61,4.87
2828,1,buyer,seller,0.83,612,539,14.87,17.63,8.5,7.98,6.37,5.94,7.03,9.65,3.1,5.94,6.7,6.86,11.11,20.96,8.99,3.53
2832,1,buyer,seller,0.70,374,117,21.12,5.98,1.6,6.84,7.75,4.27,15.51,4.27,1.6,1.71,4.81,3.42,8.56,10.26,7.49,5.98
2835,1,buyer,seller,0.83,458,407,11.14,13.51,5.24,7.62,8.08,8.85,8.95,12.29,4.59,4.18,4.37,0.74,8.52,11.06,3.93,3.93
2837,1,buyer,seller,0.75,136,361,13.97,15.24,4.41,4.71,5.15,9.7,13.97,11.91,0.74,0,2.21,2.77,8.09,12.74,2.94,4.71
2846,1,buyer,seller,0.69,347,280,16.71,13.21,3.46,5.71,8.65,9.29,11.24,6.79,0,0.36,6.05,2.5,17,11.07,4.32,6.79
2848,1,buyer,seller,0.80,281,165,11.39,11.52,8.54,6.67,8.19,10.91,9.96,9.09,1.78,3.64,0.71,4.85,13.88,10.3,7.83,8.48
2849,1,buyer,seller,0.85,271,157,15.13,6.37,6.27,6.37,6.27,10.19,10.33,10.83,1.48,1.27,3.32,4.46,18.45,12.74,11.07,8.92
2851,1,buyer,seller,0.85,580,646,10.86,10.37,5.34,6.19,10.69,9.29,11.21,10.37,1.03,4.64,3.62,3.87,12.93,17.03,7.76,5.57
2852,1,buyer,seller,0.44,117,94,17.09,24.47,9.4,1.06,4.27,8.51,3.42,6.38,4.27,1.06,2.56,0,8.55,13.83,3.42,0
2853,1
2854,1,buyer,seller,0.82,665,897,11.73,12.93,5.71,6.02,7.82,5.91,12.03,13.27,0.9,2.56,7.82,2.56,10.53,12.37,8.42,6.8
2855,1,buyer,seller,0.90,393,615,12.98,13.17,4.58,4.23,6.36,6.18,11.7,18.37,1.27,1.95,4.83,4.55,11.7,11.06,9.92,5.85
2856,1,buyer,seller,0.85,608,370,12.99,13.24,8.72,5.68,7.57,6.22,10.53,12.97,1.97,0.54,3.13,3.78,13.98,13.51,5.1,5.95
2857,1,buyer,seller,0.82,779,747,12.58,11.65,7.32,5.22,6.29,4.02,11.55,8.97,1.16,2.95,3.08,4.69,8.99,10.84,6.93,5.35
2858,1,buyer,seller,0.87,749,677,17.76,14.33,5.87,6.2,4.67,5.76,9.88,12.85,3.07,3.69,2.27,6.2,10.28,10.78,9.61,7.53
2859,1,buyer,seller,0.87,198,274,9.09,10.58,5.56,8.39,10.1,7.3,11.11,11.68,3.03,2.92,2.53,4.38,11.62,11.31,7.07,4.38
2860,1,buyer,seller,0.70,119,156,15.97,18.59,5.04,4.49,5.04,7.69,4.2,7.05,2.52,1.92,0,5.13,4.2,15.38,5.04,6.41
2861,1,buyer,seller,0.92,725,503,18.34,14.12,4.41,5.17,6.34,6.76,8.14,10.14,3.72,1.99,5.24,5.17,12.83,12.72,8,8.15
2862,1,buyer,seller,0.70,287,158,17.07,13.92,1.05,0,10.45,10.76,10.8,12.03,2.79,4.43,1.74,3.16,11.5,9.49,2.79,10.76
2863,1,buyer,seller,0.74,237,279,12.24,21.15,11.39,2.87,5.49,4.66,2.95,9.32,4.64,2.87,7.17,6.81,13.08,7.53,9.28,8.24
2864,1,buyer,seller,0.90,264,428,17.42,16.82,2.27,4.91,9.85,9.11,12.12,10.75,3.03,2.34,6.44,5.84,8.33,9.11,4.92,6.07
2867,1,buyer,seller,0.75,560,366,8.75,19.13,7.86,2.46,9.64,5.46,12.32,9.56,1.96,1.37,1.61,3.55,11.96,10.66,6.07,7.1
2868,1,buyer,seller,0.77,611,944,18.33,12.5,3.76,5.4,7.36,5.83,7.53,11.33,0.98,2.44,4.26,8.26,9.33,13.35,9.17,5.83
2869,1,buyer,seller,0.81,322,193,13.66,8.29,4.97,5.7,7.14,11.92,12.73,10.36,0,0,4.04,1.04,14.29,17.62,6.21,4.66
2871,1,buyer,seller,0.58,102,142,15.69,14.79,7.84,2.11,5.88,11.97,8.82,10.56,0,3.52,12.75,2.82,19.61,11.27,2.94,7.75
2872,1,buyer,seller,0.75,151,133,14.57,12.78,7.95,10.53,3.31,9.02,5.3,9.02,7.28,1.5,3.97,3.76,14.57,18.05,5.3,9.02
2873,1,buyer,seller,0.84,261,319,11.49,12.23,4.98,2.82,6.13,10.34,14.18,11.29,1.15,0.63,4.98,3.13,11.88,14.11,7.66,7.21
2874,1,buyer,seller,0.79,343,495,8.75,12.12,6.41,3.64,11.37,6.26,8.16,15.56,1.46,1.21,2.04,5.25,13.41,13.74,7.87,6.67
2875,1,buyer,seller,0.80,500,380,17.2,12.37,4.2,3.42,4.8,7.89,7.2,12.89,5,2.63,8,5.79,13.4,8.95,6.6,4.74
2878,1,buyer,seller,0.63,161,188,13.04,18.62,4.97,1.6,8.07,4.79,4.97,13.83,2.48,0,3.73,4.26,18.63,7.98,7.45,6.91
2879,1,buyer,seller,0.76,283,512,18.02,18.16,8.13,5.66,0.71,6.84,7.07,11.33,4.24,6.25,3.18,4.88,12.72,16.41,9.54,6.84
2881,1,buyer,seller,0.63,179,454,19.55,18.06,9.5,7.49,0,6.39,5.03,11.45,2.23,0.66,13.41,4.19,12.85,11.67,9.5,5.51
2889,1,buyer,seller,0.76,532,209,17.48,11.48,6.58,8.13,5.08,4.31,11.65,10.53,0.94,5.74,5.83,6.7,8.83,14.83,8.83,3.83
